WKT,ID,Year
"POINT (586874.697531223 4505195.50188667)",270,2016
"POINT (586874.697531223 4505195.50188667)",270,2017
"POINT (586874.697531223 4505195.50188667)",270,2018
"POINT (586359.943169365 4504317.33024336)",271,2013
"POINT (586355.084715535 4504323.37996362)",271,2014
"POINT (586355.084715535 4504323.37996362)",271,2015
"POINT (586469.254989109 4504506.4423872)",274,2013
"POINT (586469.254989109 4504506.4423872)",274,2014
"POINT (586469.254989109 4504506.4423872)",274,2015
"POINT (586469.254989109 4504506.4423872)",274,2016
"POINT (586469.254989109 4504506.4423872)",274,2017
"POINT (586469.254989109 4504506.4423872)",274,2018
"POINT (587403.439030877 4504470.97253911)",275,2013
"POINT (587403.439030877 4504470.97253911)",275,2014
"POINT (587403.439030877 4504470.97253911)",275,2015
"POINT (587403.439030877 4504470.97253911)",275,2016
"POINT (587403.439030877 4504470.97253911)",275,2017
"POINT (587403.439030877 4504470.97253911)",275,2018
"POINT (583577.173428007 4507867.09379504)",276,2013
"POINT (583577.173428007 4507867.09379504)",276,2014
"POINT (583577.173428007 4507867.09379504)",276,2015
"POINT (583577.173428007 4507867.09379504)",276,2016
"POINT (583577.173428007 4507867.09379504)",276,2017
"POINT (583577.173428007 4507867.09379504)",276,2018
"POINT (585772.50881293 4505691.50329043)",278,2013
"POINT (585772.50881293 4505691.50329043)",278,2014
"POINT (585772.50881293 4505691.50329043)",278,2015
"POINT (585772.50881293 4505691.50329043)",278,2016
"POINT (585772.50881293 4505691.50329043)",278,2017
"POINT (585772.50881293 4505691.50329043)",278,2018
"POINT (584331.332705425 4506808.21754342)",279,2013
"POINT (584331.332705425 4506808.21754342)",279,2014
"POINT (584331.332705425 4506808.21754342)",279,2015
"POINT (584331.332705425 4506808.21754342)",279,2016
"POINT (584331.332705425 4506808.21754342)",279,2017
"POINT (584331.332705425 4506808.21754342)",279,2018
"POINT (584853.889914773 4509639.29472776)",280,2013
"POINT (584853.889914773 4509639.29472776)",280,2014
"POINT (584853.889914773 4509639.29472776)",280,2015
"POINT (584853.889914773 4509639.29472776)",280,2016
"POINT (584853.889914773 4509639.29472776)",280,2017
"POINT (584853.889914773 4509639.29472776)",280,2018
"POINT (586619.474659184 4513110.00706538)",281,2013
"POINT (586619.474659184 4513110.00706538)",281,2014
"POINT (586619.474659184 4513110.00706538)",281,2015
"POINT (586619.474659184 4513110.00706538)",281,2016
"POINT (586619.474659184 4513110.00706538)",281,2017
"POINT (586619.474659184 4513110.00706538)",281,2018
"POINT (587140.782952416 4506815.36037615)",282,2013
"POINT (587146.2364225 4506885.14681296)",282,2014
"POINT (587146.2364225 4506885.14681296)",282,2015
"POINT (587140.782952416 4506815.36037615)",282,2016
"POINT (587140.782952416 4506815.36037615)",282,2017
"POINT (587140.782952416 4506815.36037615)",282,2018
"POINT (584210.329106772 4510264.47144392)",284,2013
"POINT (584210.329106772 4510264.47144392)",284,2014
"POINT (584210.329134752 4510264.4712111)",284,2015
"POINT (584210.329106772 4510264.47144392)",284,2016
"POINT (584210.329106772 4510264.47144392)",284,2017
"POINT (585220.482147133 4509779.61227697)",285,2013
"POINT (585220.482147133 4509779.61227697)",285,2014
"POINT (585220.482147133 4509779.61227697)",285,2015
"POINT (585220.482147133 4509779.61227697)",285,2016
"POINT (585220.482147133 4509779.61227697)",285,2017
"POINT (585220.482147133 4509779.61227697)",285,2018
"POINT (587982.467291577 4504263.27760018)",289,2013
"POINT (587982.467291577 4504263.27760018)",289,2014
"POINT (587982.467291577 4504263.27760018)",289,2015
"POINT (587982.467291577 4504263.27760018)",289,2016
"POINT (587982.467291577 4504263.27760018)",289,2017
"POINT (587982.467291577 4504263.27760018)",289,2018
"POINT (587378.674273247 4512653.23786072)",290,2013
"POINT (587378.674273247 4512653.23786072)",290,2014
"POINT (587378.674273247 4512653.23786072)",290,2015
"POINT (585745.948325062 4507407.62505061)",291,2013
"POINT (585745.948325062 4507407.62505061)",291,2014
"POINT (585745.948325062 4507407.62505061)",291,2015
"POINT (585745.948325062 4507407.62505061)",291,2016
"POINT (585745.948325062 4507407.62505061)",291,2017
"POINT (585745.948325062 4507407.62505061)",291,2018
"POINT (585201.963742255 4509297.66962904)",293,2013
"POINT (585223.951043147 4509306.81012762)",293,2014
"POINT (585223.951043147 4509306.81012762)",293,2015
"POINT (585223.951043147 4509306.81012762)",293,2016
"POINT (585201.963742255 4509297.66962904)",293,2017
"POINT (585201.963742255 4509297.66962904)",293,2018
"POINT (584805.117402094 4509325.01902303)",294,2013
"POINT (584805.117402094 4509325.01902303)",294,2014
"POINT (584805.117402094 4509325.01902303)",294,2015
"POINT (585060.98053092 4507504.17404283)",295,2013
"POINT (585060.98053092 4507504.17404283)",295,2014
"POINT (585060.98053092 4507504.17404283)",295,2015
"POINT (585060.98053092 4507504.17404283)",295,2016
"POINT (585060.98053092 4507504.17404283)",295,2017
"POINT (585060.98053092 4507504.17404283)",295,2018
"POINT (584713.939422789 4507507.3327281)",296,2013
"POINT (584713.939422789 4507507.3327281)",296,2014
"POINT (584713.939422789 4507507.3327281)",296,2015
"POINT (584713.939422789 4507507.3327281)",296,2016
"POINT (584713.939422789 4507507.3327281)",296,2017
"POINT (584713.939422789 4507507.3327281)",296,2018
"POINT (585543.31140862 4509748.50632326)",297,2013
"POINT (585543.31140862 4509748.50632326)",297,2014
"POINT (585543.31140862 4509748.50632326)",297,2015
"POINT (585543.31140862 4509748.50632326)",297,2016
"POINT (585543.31140862 4509748.50632326)",297,2017
"POINT (585543.31140862 4509748.50632326)",297,2018
"POINT (586216.271356119 4504493.88965667)",298,2013
"POINT (586216.271356119 4504493.88965667)",298,2014
"POINT (586216.271356119 4504493.88965667)",298,2015
"POINT (586216.271356119 4504493.88965667)",298,2016
"POINT (586216.271356119 4504493.88965667)",298,2018
"POINT (585273.189278342 4509069.60587796)",300,2013
"POINT (585273.189278342 4509069.60587796)",300,2014
"POINT (585273.189278342 4509069.60587796)",300,2015
"POINT (585273.189278342 4509069.60587796)",300,2016
"POINT (585831.986427761 4508413.19169565)",301,2013
"POINT (585831.986427761 4508413.19169565)",301,2014
"POINT (585831.986427761 4508413.19169565)",301,2015
"POINT (585831.986427761 4508413.19169565)",301,2016
"POINT (585831.986427761 4508413.19169565)",301,2017
"POINT (585831.986427761 4508413.19169565)",301,2018
"POINT (586319.858467762 4508269.40759449)",302,2013
"POINT (586319.858467762 4508269.40759449)",302,2014
"POINT (586319.858467762 4508269.40759449)",302,2015
"POINT (586319.858467762 4508269.40759449)",302,2016
"POINT (586319.858467762 4508269.40759449)",302,2017
"POINT (586319.858467762 4508269.40759449)",302,2018
"POINT (584495.055247327 4508559.14645464)",303,2013
"POINT (584495.055247327 4508559.14645464)",303,2014
"POINT (584495.055247327 4508559.14645464)",303,2015
"POINT (584495.055247327 4508559.14645464)",303,2016
"POINT (584495.055247327 4508559.14645464)",303,2017
"POINT (584495.055247327 4508559.14645464)",303,2018
"POINT (583326.158808454 4506437.19356842)",304,2013
"POINT (583326.158808454 4506437.19356842)",304,2014
"POINT (583326.158808454 4506437.19356842)",304,2015
"POINT (583326.158808454 4506437.19356842)",304,2016
"POINT (583326.158808454 4506437.19356842)",304,2017
"POINT (583326.158808454 4506437.19356842)",304,2018
"POINT (587170.050102719 4512734.59960435)",305,2013
"POINT (587170.050102719 4512734.59960435)",305,2014
"POINT (587170.050102719 4512734.59960435)",305,2015
"POINT (587170.050102719 4512734.59960435)",305,2016
"POINT (587170.050102719 4512734.59960435)",305,2017
"POINT (587170.050102719 4512734.59960435)",305,2018
"POINT (584024.184926754 4506844.92478018)",306,2013
"POINT (584024.184926754 4506844.92478018)",306,2014
"POINT (584024.184926754 4506844.92478018)",306,2015
"POINT (584024.184926754 4506844.92478018)",306,2016
"POINT (584024.184926754 4506844.92478018)",306,2017
"POINT (584024.184926754 4506844.92478018)",306,2018
