WKT,ID,Year
"POINT (583024.405203395 4506846.10049373)",363,2018
"POINT (587855.992878952 4504754.28721093)",364,2013
"POINT (587855.992878952 4504754.28721093)",364,2014
"POINT (587855.992878952 4504754.28721093)",364,2015
"POINT (587855.992878952 4504754.28721093)",364,2016
"POINT (587855.992878952 4504754.28721093)",364,2017
"POINT (587855.992878952 4504754.28721093)",364,2018
"POINT (587761.810788029 4504001.24898224)",365,2013
"POINT (587761.810788029 4504001.24898224)",365,2014
"POINT (587761.810788029 4504001.24898224)",365,2015
"POINT (587761.810788029 4504001.24898224)",365,2016
"POINT (587761.810788029 4504001.24898224)",365,2017
"POINT (587761.810788029 4504001.24898224)",365,2018
"POINT (587118.912923519 4505218.17328393)",366,2013
"POINT (587118.912923519 4505218.17328393)",366,2014
"POINT (587118.912923519 4505218.17328393)",366,2015
"POINT (587118.912923519 4505218.17328393)",366,2016
"POINT (587118.912923519 4505218.17328393)",366,2017
"POINT (587118.912923519 4505218.17328393)",366,2018
"POINT (586882.363145496 4512434.02110932)",367,2013
"POINT (586882.363145496 4512434.02110932)",367,2014
"POINT (586882.363145496 4512434.02110932)",367,2015
"POINT (586882.363145496 4512434.02110932)",367,2016
"POINT (584262.399901721 4509306.84754987)",368,2013
"POINT (584262.399901721 4509306.84754987)",368,2014
"POINT (584262.399901721 4509306.84754987)",368,2015
"POINT (584262.399901721 4509306.84754987)",368,2016
"POINT (584262.399901721 4509306.84754987)",368,2017
"POINT (584262.399901721 4509306.84754987)",368,2018
"POINT (584419.313580296 4509514.59912384)",369,2013
"POINT (584419.313580296 4509514.59912384)",369,2014
"POINT (584419.313580296 4509514.59912384)",369,2015
"POINT (584419.313580296 4509514.59912384)",369,2016
"POINT (584419.313580296 4509514.59912384)",369,2017
"POINT (584419.313580296 4509514.59912384)",369,2018
"POINT (588036.695837697 4505371.67307706)",372,2013
"POINT (588030.353588753 4505369.58978426)",372,2014
"POINT (588030.353588753 4505369.58978426)",372,2015
"POINT (588030.353588753 4505369.58978426)",372,2016
"POINT (588030.353588753 4505369.58978426)",372,2017
"POINT (588036.695837697 4505371.67307706)",372,2018
"POINT (588392.649195464 4505239.46479284)",373,2013
"POINT (588392.649195464 4505239.46479284)",373,2014
"POINT (588392.649195464 4505239.46479284)",373,2015
"POINT (588392.649195464 4505239.46479284)",373,2016
"POINT (588392.649195464 4505239.46479284)",373,2017
"POINT (588392.649195464 4505239.46479284)",373,2018
"POINT (584705.980012568 4508913.17465156)",375,2013
"POINT (584705.980012568 4508913.17465156)",375,2014
"POINT (584705.980012568 4508913.17465156)",375,2015
"POINT (584705.980012568 4508913.17465156)",375,2016
"POINT (583861.432976768 4506885.98413136)",376,2013
"POINT (583861.432976768 4506885.98413136)",376,2014
"POINT (583861.432976768 4506885.98413136)",376,2015
"POINT (583861.432976768 4506885.98413136)",376,2016
"POINT (583861.432976768 4506885.98413136)",376,2017
"POINT (583861.432976768 4506885.98413136)",376,2018
"POINT (583975.603925475 4508421.19685541)",377,2013
"POINT (583975.603925475 4508421.19685541)",377,2014
"POINT (583975.603925475 4508421.19685541)",377,2015
"POINT (583975.603925475 4508421.19685541)",377,2016
"POINT (583975.603925475 4508421.19685541)",377,2017
"POINT (583975.603925475 4508421.19685541)",377,2018
"POINT (585129.352144775 4511400.62933934)",379,2013
"POINT (585129.352144775 4511400.62933934)",379,2014
"POINT (585129.352144775 4511400.62933934)",379,2015
"POINT (585129.352144775 4511400.62933934)",379,2016
"POINT (585129.352144775 4511400.62933934)",379,2017
"POINT (585129.352144775 4511400.62933934)",379,2018
"POINT (584191.211543828 4509708.53940044)",380,2013
"POINT (584191.211543828 4509708.53940044)",380,2014
"POINT (584191.211543828 4509708.53940044)",380,2015
"POINT (584191.211543828 4509708.53940044)",380,2016
"POINT (584191.211543828 4509708.53940044)",380,2017
"POINT (584191.211543828 4509708.53940044)",380,2018
"POINT (585113.291885099 4509820.71111437)",382,2013
"POINT (585113.291885099 4509820.71111437)",382,2014
"POINT (585113.291885099 4509820.71111437)",382,2015
"POINT (585113.291885099 4509820.71111437)",382,2016
"POINT (585113.291885099 4509820.71111437)",382,2017
"POINT (585113.291885099 4509820.71111437)",382,2018
"POINT (584414.929295845 4509847.25889013)",383,2013
"POINT (584414.929295845 4509847.25889013)",383,2014
"POINT (584414.929295845 4509847.25889013)",383,2015
"POINT (584414.929295845 4509847.25889013)",383,2016
"POINT (584414.929295845 4509847.25889013)",383,2017
"POINT (584414.929295845 4509847.25889013)",383,2018
"POINT (587468.630743063 4504088.42157836)",384,2013
"POINT (587379.806364169 4504101.82317905)",384,2014
"POINT (587468.630743063 4504088.42157836)",384,2015
"POINT (587468.630743063 4504088.42157836)",384,2016
"POINT (587468.630743063 4504088.42157836)",384,2017
"POINT (587276.220043038 4512404.51971162)",385,2013
"POINT (587276.220043038 4512404.51971162)",385,2014
"POINT (587276.220043038 4512404.51971162)",385,2015
"POINT (587276.220043038 4512404.51971162)",385,2016
"POINT (587276.220043038 4512404.51971162)",385,2017
"POINT (587276.220043038 4512404.51971162)",385,2018
"POINT (584265.40755409 4507592.9483718)",386,2013
"POINT (584265.40755409 4507592.9483718)",386,2014
"POINT (584265.40755409 4507592.9483718)",386,2015
"POINT (584265.40755409 4507592.9483718)",386,2016
"POINT (584265.40755409 4507592.9483718)",386,2017
"POINT (584265.40755409 4507592.9483718)",386,2018
"POINT (584077.094862838 4507344.85519935)",387,2013
"POINT (584077.094862838 4507344.85519935)",387,2014
"POINT (584077.094862838 4507344.85519935)",387,2015
"POINT (584077.094862838 4507344.85519935)",387,2016
"POINT (584077.094862838 4507344.85519935)",387,2017
"POINT (584077.094862838 4507344.85519935)",387,2018
"POINT (584170.430416473 4511452.04052595)",388,2013
"POINT (584170.430416473 4511452.04052595)",388,2014
"POINT (584170.430082574 4511452.0401891)",388,2015
"POINT (584170.430416473 4511452.04052595)",388,2016
"POINT (584170.430416473 4511452.04052595)",388,2017
"POINT (584170.430416473 4511452.04052595)",388,2018
"POINT (587404.450034495 4507129.38931148)",389,2013
"POINT (587404.450034495 4507129.38931148)",389,2014
"POINT (587404.450034495 4507129.38931148)",389,2015
"POINT (587404.450034495 4507129.38931148)",389,2016
"POINT (587404.450034495 4507129.38931148)",389,2017
"POINT (587404.450034495 4507129.38931148)",389,2018
"POINT (585820.053268732 4505087.01569437)",390,2013
"POINT (585820.053268732 4505087.01569437)",390,2014
"POINT (585820.053268732 4505087.01569437)",390,2015
"POINT (585820.053268732 4505087.01569437)",390,2016
"POINT (585820.053268732 4505087.01569437)",390,2017
"POINT (585820.053268732 4505087.01569437)",390,2018
"POINT (585039.14351049 4505675.91883362)",391,2013
"POINT (585039.14351049 4505675.91883362)",391,2014
"POINT (585039.14351049 4505675.91883362)",391,2015
"POINT (585039.14351049 4505675.91883362)",391,2016
"POINT (585039.14351049 4505675.91883362)",391,2017
"POINT (585039.14351049 4505675.91883362)",391,2018
"POINT (585572.84652644 4505400.47313373)",392,2013
"POINT (585572.84652644 4505400.47313373)",392,2014
"POINT (585572.84652644 4505400.47313373)",392,2015
"POINT (585572.84652644 4505400.47313373)",392,2016
"POINT (585572.84652644 4505400.47313373)",392,2017
"POINT (585572.84652644 4505400.47313373)",392,2018
"POINT (586146.21620426 4508507.61087715)",393,2013
"POINT (586146.21620426 4508507.61087715)",393,2014
"POINT (586146.21620426 4508507.61087715)",393,2015
"POINT (586146.21620426 4508507.61087715)",393,2016
"POINT (586146.21620426 4508507.61087715)",393,2017
"POINT (586146.21620426 4508507.61087715)",393,2018
"POINT (586334.816403943 4508756.38697078)",394,2013
"POINT (586334.816403943 4508756.38697078)",394,2014
"POINT (586334.816403943 4508756.38697078)",394,2015
"POINT (586334.816403943 4508756.38697078)",394,2016
"POINT (586334.816403943 4508756.38697078)",394,2017
"POINT (586334.816403943 4508756.38697078)",394,2018
"POINT (585840.416240889 4504626.97360605)",395,2013
"POINT (585840.416240889 4504626.97360605)",395,2014
"POINT (585840.416240889 4504626.97360605)",395,2015
"POINT (585840.416240889 4504626.97360605)",395,2016
"POINT (585840.416240889 4504626.97360605)",395,2017
"POINT (588245.089202192 4503797.22907322)",396,2013
"POINT (588245.089202192 4503797.22907322)",396,2014
"POINT (588245.089138541 4503797.2287394)",396,2015
"POINT (588245.089202192 4503797.22907322)",396,2016
"POINT (588245.089202192 4503797.22907322)",396,2017
"POINT (588245.089202192 4503797.22907322)",396,2018
"POINT (587103.160611744 4504207.30213881)",397,2013
"POINT (587103.160611744 4504207.30213881)",397,2014
"POINT (587103.160611744 4504207.30213881)",397,2015
"POINT (587103.160611744 4504207.30213881)",397,2016
"POINT (587103.160611744 4504207.30213881)",397,2017
"POINT (587103.160611744 4504207.30213881)",397,2018
"POINT (584494.707643757 4505009.19144001)",398,2013
"POINT (584494.707643757 4505009.19144001)",398,2014
"POINT (584494.707643757 4505009.19144001)",398,2015
"POINT (584494.707643757 4505009.19144001)",398,2016
"POINT (584494.707643757 4505009.19144001)",398,2017
"POINT (584494.707643757 4505009.19144001)",398,2018
"POINT (587474.342933648 4504695.48158724)",399,2013
"POINT (587474.342933648 4504695.48158724)",399,2014
"POINT (587474.342933648 4504695.48158724)",399,2015
"POINT (587474.342933648 4504695.48158724)",399,2016
"POINT (587474.342933648 4504695.48158724)",399,2017
"POINT (587474.342933648 4504695.48158724)",399,2018
"POINT (585996.839991446 4508091.62538208)",400,2013
"POINT (585996.839991446 4508091.62538208)",400,2014
"POINT (585996.839991446 4508091.62538208)",400,2015
"POINT (585996.839991446 4508091.62538208)",400,2016
"POINT (585996.839991446 4508091.62538208)",400,2017
"POINT (585996.839991446 4508091.62538208)",400,2018
"POINT (585303.247650204 4508187.41546444)",401,2013
"POINT (585303.247650204 4508187.41546444)",401,2014
"POINT (585303.247650204 4508187.41546444)",401,2015
"POINT (585303.247650204 4508187.41546444)",401,2016
"POINT (585303.247650204 4508187.41546444)",401,2017
"POINT (585303.247650204 4508187.41546444)",401,2018
"POINT (585313.58610246 4510424.33491499)",402,2013
"POINT (585313.58610246 4510424.33491499)",402,2014
"POINT (585313.58610246 4510424.33491499)",402,2015
"POINT (585313.58610246 4510424.33491499)",402,2016
"POINT (585313.58610246 4510424.33491499)",402,2017
"POINT (585313.58610246 4510424.33491499)",402,2018
"POINT (585236.414234656 4508723.21349067)",403,2013
"POINT (585236.414234656 4508723.21349067)",403,2014
"POINT (585236.414234656 4508723.21349067)",403,2015
"POINT (585236.414234656 4508723.21349067)",403,2017
"POINT (585236.414234656 4508723.21349067)",403,2018
"POINT (583965.944190275 4510435.52350703)",404,2013
"POINT (583965.944190275 4510435.52350703)",404,2014
"POINT (583965.944190275 4510435.52350703)",404,2015
"POINT (583747.127878416 4510293.2055353)",405,2013
"POINT (583747.127878416 4510293.2055353)",405,2014
"POINT (583747.127878416 4510293.2055353)",405,2015
"POINT (583747.127878416 4510293.2055353)",405,2016
"POINT (583747.127878416 4510293.2055353)",405,2017
"POINT (583747.127878416 4510293.2055353)",405,2018
"POINT (584830.63612463 4505398.99876991)",406,2013
"POINT (584830.63612463 4505398.99876991)",406,2014
"POINT (584830.63612463 4505398.99876991)",406,2015
"POINT (584830.63612463 4505398.99876991)",406,2016
"POINT (584830.63612463 4505398.99876991)",406,2017
"POINT (584830.63612463 4505398.99876991)",406,2018
"POINT (585203.75206847 4505996.18449731)",407,2013
"POINT (585203.75206847 4505996.18449731)",407,2014
"POINT (585203.75206847 4505996.18449731)",407,2015
"POINT (585203.75206847 4505996.18449731)",407,2016
"POINT (585203.75206847 4505996.18449731)",407,2017
"POINT (585203.75206847 4505996.18449731)",407,2018
"POINT (584975.236602399 4507136.33442728)",408,2013
"POINT (584975.236602399 4507136.33442728)",408,2014
"POINT (584975.236602399 4507136.33442728)",408,2015
"POINT (584975.236602399 4507136.33442728)",408,2016
"POINT (584975.236602399 4507136.33442728)",408,2017
"POINT (584975.236602399 4507136.33442728)",408,2018
"POINT (588175.54667929 4504940.71408346)",409,2013
"POINT (588175.54667929 4504940.71408346)",409,2014
"POINT (588175.54667929 4504940.71408346)",409,2015
"POINT (588175.54667929 4504940.71408346)",409,2016
"POINT (588175.54667929 4504940.71408346)",409,2017
"POINT (588175.54667929 4504940.71408346)",409,2018
"POINT (585707.917311031 4508244.11206196)",410,2013
"POINT (585707.917311031 4508244.11206196)",410,2014
"POINT (585707.917311031 4508244.11206196)",410,2015
"POINT (585707.917311031 4508244.11206196)",410,2016
"POINT (585707.917311031 4508244.11206196)",410,2017
"POINT (585707.917311031 4508244.11206196)",410,2018
"POINT (586423.097770885 4508431.87244928)",411,2013
"POINT (586423.097770885 4508431.87244928)",411,2014
"POINT (586423.097770885 4508431.87244928)",411,2015
"POINT (586423.097770885 4508431.87244928)",411,2016
"POINT (586423.097770885 4508431.87244928)",411,2017
"POINT (586423.097770885 4508431.87244928)",411,2018
"POINT (584950.256732357 4507697.06237512)",412,2013
"POINT (584950.256732357 4507697.06237512)",412,2014
"POINT (584950.256732357 4507697.06237512)",412,2015
"POINT (584950.256732357 4507697.06237512)",412,2016
"POINT (584950.256732357 4507697.06237512)",412,2017
"POINT (584950.256732357 4507697.06237512)",412,2018
"POINT (585521.476531179 4506260.69166244)",414,2013
"POINT (585521.476531179 4506260.69166244)",414,2014
"POINT (585521.476531179 4506260.69166244)",414,2015
"POINT (585521.476531179 4506260.69166244)",414,2016
"POINT (585521.476531179 4506260.69166244)",414,2017
"POINT (585521.476531179 4506260.69166244)",414,2018
"POINT (583694.105024767 4506450.69984264)",415,2013
"POINT (583694.105024767 4506450.69984264)",415,2014
"POINT (583694.105024767 4506450.69984264)",415,2015
"POINT (583694.105024767 4506450.69984264)",415,2016
"POINT (583694.105024767 4506450.69984264)",415,2017
"POINT (583694.105024767 4506450.69984264)",415,2018
"POINT (586809.006854595 4504578.73014557)",416,2013
"POINT (586809.006854595 4504578.73014557)",416,2014
"POINT (586809.006854595 4504578.73014557)",416,2015
"POINT (586809.006854595 4504578.73014557)",416,2016
"POINT (586809.006854595 4504578.73014557)",416,2017
"POINT (586809.006854595 4504578.73014557)",416,2018
"POINT (583604.271003728 4507359.44887234)",417,2013
"POINT (583604.271003728 4507359.44887234)",417,2014
"POINT (583604.271003728 4507359.44887234)",417,2015
"POINT (583604.271003728 4507359.44887234)",417,2016
"POINT (583604.271003728 4507359.44887234)",417,2017
"POINT (583604.271003728 4507359.44887234)",417,2018
"POINT (585951.347414504 4506201.42308016)",418,2013
"POINT (585951.347414504 4506201.42308016)",418,2014
"POINT (585951.347414504 4506201.42308016)",418,2015
"POINT (585951.347414504 4506201.42308016)",418,2016
"POINT (585951.347414504 4506201.42308016)",418,2017
"POINT (585951.347414504 4506201.42308016)",418,2018
"POINT (586721.903362139 4505496.19116455)",419,2013
"POINT (586721.903362139 4505496.19116455)",419,2014
"POINT (586721.903362139 4505496.19116455)",419,2015
"POINT (586721.903362139 4505496.19116455)",419,2016
"POINT (586721.903362139 4505496.19116455)",419,2017
"POINT (586721.903362139 4505496.19116455)",419,2018
"POINT (587059.218699851 4504593.95850046)",420,2013
"POINT (587059.218699851 4504593.95850046)",420,2014
"POINT (587059.218699851 4504593.95850046)",420,2015
"POINT (587059.218699851 4504593.95850046)",420,2016
"POINT (587059.218699851 4504593.95850046)",420,2017
"POINT (587059.218699851 4504593.95850046)",420,2018
"POINT (586912.859965199 4505490.3121269)",421,2013
"POINT (586912.859965199 4505490.3121269)",421,2014
"POINT (586912.859965199 4505490.3121269)",421,2015
"POINT (586912.859965199 4505490.3121269)",421,2016
"POINT (586912.859965199 4505490.3121269)",421,2017
"POINT (586912.859965199 4505490.3121269)",421,2018
"POINT (585402.720353167 4513774.87632862)",422,2013
"POINT (585402.720353167 4513774.87632862)",422,2014
"POINT (585402.720353167 4513774.87632862)",422,2015
"POINT (585402.720353167 4513774.87632862)",422,2016
"POINT (585402.720353167 4513774.87632862)",422,2017
"POINT (585402.720353167 4513774.87632862)",422,2018
"POINT (585504.312329571 4513258.28592191)",423,2013
"POINT (585504.312329571 4513258.28592191)",423,2014
"POINT (585504.312329571 4513258.28592191)",423,2015
"POINT (585504.312329571 4513258.28592191)",423,2016
"POINT (585504.312329571 4513258.28592191)",423,2017
"POINT (585504.312329571 4513258.28592191)",423,2018
"POINT (583343.537021788 4507871.21727106)",426,2013
"POINT (583343.537021788 4507871.21727106)",426,2014
"POINT (583343.537021788 4507871.21727106)",426,2015
"POINT (583343.537021788 4507871.21727106)",426,2016
"POINT (583343.537021788 4507871.21727106)",426,2017
"POINT (583343.537021788 4507871.21727106)",426,2018
"POINT (583302.105585641 4506134.24461796)",427,2013
"POINT (583302.105585641 4506134.24461796)",427,2014
"POINT (583302.105585641 4506134.24461796)",427,2015
"POINT (583302.105585641 4506134.24461796)",427,2016
"POINT (583302.105585641 4506134.24461796)",427,2017
"POINT (583302.105585641 4506134.24461796)",427,2018
"POINT (585478.602154861 4508686.97157672)",428,2013
"POINT (585478.602154861 4508686.97157672)",428,2014
"POINT (585478.602154861 4508686.97157672)",428,2015
"POINT (585478.602154861 4508686.97157672)",428,2016
"POINT (585478.602154861 4508686.97157672)",428,2017
"POINT (585615.127238303 4506113.72697552)",430,2013
"POINT (585615.127238303 4506113.72697552)",430,2014
"POINT (585615.127238303 4506113.72697552)",430,2015
"POINT (585615.127238303 4506113.72697552)",430,2016
"POINT (585615.127238303 4506113.72697552)",430,2017
"POINT (585964.064549225 4504692.38881997)",431,2013
"POINT (585964.064549225 4504692.38881997)",431,2014
"POINT (585964.064549225 4504692.38881997)",431,2015
"POINT (585817.437782097 4508861.93275614)",432,2013
"POINT (585817.437782097 4508861.93275614)",432,2014
"POINT (585817.437782097 4508861.93275614)",432,2015
"POINT (585817.437782097 4508861.93275614)",432,2016
"POINT (585817.437782097 4508861.93275614)",432,2017
"POINT (585817.437782097 4508861.93275614)",432,2018
"POINT (586085.581298995 4509235.37973105)",433,2013
"POINT (586085.581298995 4509235.37973105)",433,2014
"POINT (586085.581298995 4509235.37973105)",433,2015
"POINT (586085.581298995 4509235.37973105)",433,2016
"POINT (586085.581298995 4509235.37973105)",433,2017
"POINT (586085.581298995 4509235.37973105)",433,2018
"POINT (584118.391962782 4510725.00722127)",434,2013
"POINT (584118.391962782 4510725.00722127)",434,2014
"POINT (584118.391962782 4510725.00722127)",434,2015
"POINT (584118.391962782 4510725.00722127)",434,2016
"POINT (584118.391962782 4510725.00722127)",434,2017
"POINT (584923.042076211 4510574.89033063)",435,2013
"POINT (584923.042076211 4510574.89033063)",435,2014
"POINT (584923.042076211 4510574.89033063)",435,2015
"POINT (584923.042076211 4510574.89033063)",435,2016
"POINT (584923.042076211 4510574.89033063)",435,2017
"POINT (584923.042076211 4510574.89033063)",435,2018
"POINT (588392.994253711 4504001.40481236)",436,2013
"POINT (588392.994253711 4504001.40481236)",436,2014
"POINT (588392.994253711 4504001.40481236)",436,2015
"POINT (588392.994253711 4504001.40481236)",436,2016
"POINT (588392.994253711 4504001.40481236)",436,2017
"POINT (588392.994253711 4504001.40481236)",436,2018
"POINT (588727.710268758 4503874.13982938)",437,2013
"POINT (588727.710268758 4503874.13982938)",437,2014
"POINT (588727.709916177 4503874.14033587)",437,2015
"POINT (588727.710268758 4503874.13982938)",437,2016
"POINT (588727.710268758 4503874.13982938)",437,2017
"POINT (588727.710268758 4503874.13982938)",437,2018
"POINT (585659.110575409 4509034.78136728)",438,2013
"POINT (585659.110575409 4509034.78136728)",438,2014
"POINT (585659.110575409 4509034.78136728)",438,2015
"POINT (585659.110575409 4509034.78136728)",438,2016
"POINT (585659.110575409 4509034.78136728)",438,2017
"POINT (585659.110575409 4509034.78136728)",438,2018
"POINT (585312.18612053 4508863.07704998)",439,2013
"POINT (585312.18612053 4508863.07704998)",439,2014
"POINT (585312.18612053 4508863.07704998)",439,2015
"POINT (585312.18612053 4508863.07704998)",439,2016
"POINT (585312.18612053 4508863.07704998)",439,2017
"POINT (585312.18612053 4508863.07704998)",439,2018
"POINT (586709.8463532 4511796.24942598)",440,2013
"POINT (586709.8463532 4511796.24942598)",440,2014
"POINT (586709.8463532 4511796.24942598)",440,2015
"POINT (586709.8463532 4511796.24942598)",440,2016
"POINT (586709.8463532 4511796.24942598)",440,2017
"POINT (586709.8463532 4511796.24942598)",440,2018
"POINT (587162.04629178 4512185.65707012)",441,2013
"POINT (587162.04629178 4512185.65707012)",441,2014
"POINT (587162.04629178 4512185.65707012)",441,2015
"POINT (587162.04629178 4512185.65707012)",441,2016
"POINT (587162.04629178 4512185.65707012)",441,2017
"POINT (587162.04629178 4512185.65707012)",441,2018
"POINT (584937.108907891 4511119.86942636)",442,2013
"POINT (584937.108907891 4511119.86942636)",442,2014
"POINT (584937.108907891 4511119.86942636)",442,2015
"POINT (584937.108907891 4511119.86942636)",442,2016
"POINT (584937.108907891 4511119.86942636)",442,2017
"POINT (584937.108907891 4511119.86942636)",442,2018
"POINT (587505.027170176 4506917.98979874)",443,2013
"POINT (587505.027170176 4506917.98979874)",443,2014
"POINT (587505.027170176 4506917.98979874)",443,2015
"POINT (587505.027170176 4506917.98979874)",443,2016
"POINT (587505.027170176 4506917.98979874)",443,2017
"POINT (587505.027170176 4506917.98979874)",443,2018
"POINT (585344.816225303 4510647.97042263)",444,2013
"POINT (585344.816225303 4510647.97042263)",444,2014
"POINT (585344.816225303 4510647.97042263)",444,2015
"POINT (585344.816225303 4510647.97042263)",444,2016
"POINT (585344.816225303 4510647.97042263)",444,2017
"POINT (586016.770185299 4508996.3649116)",445,2013
"POINT (586016.770185299 4508996.3649116)",445,2014
"POINT (586016.770185299 4508996.3649116)",445,2015
"POINT (586016.770185299 4508996.3649116)",445,2016
"POINT (586016.770185299 4508996.3649116)",445,2017
"POINT (586016.770185299 4508996.3649116)",445,2018
"POINT (584822.527687721 4510921.97526539)",446,2013
"POINT (584822.527687721 4510921.97526539)",446,2014
"POINT (584822.527687721 4510921.97526539)",446,2015
"POINT (584822.527687721 4510921.97526539)",446,2016
"POINT (584822.527687721 4510921.97526539)",446,2017
"POINT (584822.527687721 4510921.97526539)",446,2018
"POINT (585654.219836352 4513022.20621087)",447,2013
"POINT (585654.219836352 4513022.20621087)",447,2014
"POINT (585654.219836352 4513022.20621087)",447,2015
"POINT (585654.219836352 4513022.20621087)",447,2016
"POINT (585654.219836352 4513022.20621087)",447,2017
"POINT (585654.219836352 4513022.20621087)",447,2018
"POINT (584587.980465621 4512221.27335984)",448,2013
"POINT (584587.980465621 4512221.27335984)",448,2014
"POINT (584587.980465621 4512221.27335984)",448,2015
"POINT (584587.980465621 4512221.27335984)",448,2016
"POINT (584587.980465621 4512221.27335984)",448,2017
"POINT (584587.980465621 4512221.27335984)",448,2018
"POINT (585422.360141345 4513120.6671728)",449,2013
"POINT (585422.360141345 4513120.6671728)",449,2014
"POINT (585422.360141345 4513120.6671728)",449,2015
"POINT (585422.360141345 4513120.6671728)",449,2016
"POINT (585422.360141345 4513120.6671728)",449,2017
"POINT (585426.434809844 4512860.22038279)",450,2013
"POINT (585426.434809844 4512860.22038279)",450,2014
"POINT (585426.434809844 4512860.22038279)",450,2015
"POINT (585426.434809844 4512860.22038279)",450,2016
"POINT (585426.434809844 4512860.22038279)",450,2017
"POINT (585426.434809844 4512860.22038279)",450,2018
"POINT (584497.239364046 4510904.39689036)",453,2013
"POINT (584497.239364046 4510904.39689036)",453,2014
"POINT (584497.239364046 4510904.39689036)",453,2015
"POINT (584497.239364046 4510904.39689036)",453,2016
"POINT (584497.239364046 4510904.39689036)",453,2017
"POINT (584497.239364046 4510904.39689036)",453,2018
"POINT (587289.409630419 4512025.43089424)",454,2013
"POINT (587289.409630419 4512025.43089424)",454,2014
"POINT (587289.409630419 4512025.43089424)",454,2015
"POINT (587289.409630419 4512025.43089424)",454,2016
"POINT (587289.409630419 4512025.43089424)",454,2017
"POINT (587289.409630419 4512025.43089424)",454,2018
"POINT (587031.678089138 4511518.63841618)",455,2013
"POINT (587031.678089138 4511518.63841618)",455,2014
"POINT (587031.678089138 4511518.63841618)",455,2015
"POINT (587031.678089138 4511518.63841618)",455,2016
"POINT (587031.678089138 4511518.63841618)",455,2017
"POINT (587031.678089138 4511518.63841618)",455,2018
"POINT (586599.522723351 4512589.48788856)",456,2013
"POINT (586599.522723351 4512589.48788856)",456,2014
"POINT (586599.522723351 4512589.48788856)",456,2015
"POINT (586599.522723351 4512589.48788856)",456,2016
"POINT (586599.522723351 4512589.48788856)",456,2017
"POINT (586599.522723351 4512589.48788856)",456,2018
"POINT (585942.762520399 4513385.90389817)",457,2013
"POINT (585942.762520399 4513385.90389817)",457,2014
"POINT (585942.762520399 4513385.90389817)",457,2015
"POINT (585942.762520399 4513385.90389817)",457,2016
"POINT (585942.762520399 4513385.90389817)",457,2017
"POINT (585942.762520399 4513385.90389817)",457,2018
"POINT (583976.206355594 4511636.15802928)",458,2013
"POINT (583976.206355594 4511636.15802928)",458,2014
"POINT (583976.206355594 4511636.15802928)",458,2015
"POINT (583976.206355594 4511636.15802928)",458,2016
"POINT (583976.206355594 4511636.15802928)",458,2017
"POINT (583976.206355594 4511636.15802928)",458,2018
"POINT (583768.464097488 4511117.44604666)",459,2013
"POINT (583768.464097488 4511117.44604666)",459,2014
"POINT (583768.464097488 4511117.44604666)",459,2015
"POINT (583768.464097488 4511117.44604666)",459,2016
"POINT (583768.464097488 4511117.44604666)",459,2017
"POINT (583768.464097488 4511117.44604666)",459,2018
"POINT (587346.194982532 4507396.6360857)",460,2013
"POINT (587346.194982532 4507396.6360857)",460,2014
"POINT (587346.194982532 4507396.6360857)",460,2015
"POINT (587346.194982532 4507396.6360857)",460,2016
"POINT (587346.194982532 4507396.6360857)",460,2017
"POINT (587346.194982532 4507396.6360857)",460,2018
"POINT (585952.649806596 4509935.84776269)",461,2013
"POINT (585952.649806596 4509935.84776269)",461,2014
"POINT (585952.649806596 4509935.84776269)",461,2015
"POINT (585952.649806596 4509935.84776269)",461,2016
"POINT (585952.649806596 4509935.84776269)",461,2017
"POINT (585952.649806596 4509935.84776269)",461,2018
"POINT (584041.537444024 4511139.92135364)",462,2013
"POINT (584041.537444024 4511139.92135364)",462,2014
"POINT (584041.537444024 4511139.92135364)",462,2015
"POINT (584041.537444024 4511139.92135364)",462,2016
"POINT (584041.537444024 4511139.92135364)",462,2017
"POINT (584041.537444024 4511139.92135364)",462,2018
"POINT (584055.006773366 4510601.1542908)",463,2013
"POINT (584055.006773366 4510601.1542908)",463,2014
"POINT (584055.006773366 4510601.1542908)",463,2015
"POINT (587142.439999287 4512555.24468146)",464,2013
"POINT (587142.439999287 4512555.24468146)",464,2014
"POINT (587142.439999287 4512555.24468146)",464,2015
"POINT (585545.456365206 4512069.28629664)",465,2013
"POINT (585545.456365206 4512069.28629664)",465,2014
"POINT (585545.456365206 4512069.28629664)",465,2015
"POINT (585545.456365206 4512069.28629664)",465,2016
"POINT (585545.456365206 4512069.28629664)",465,2017
"POINT (585545.456365206 4512069.28629664)",465,2018
"POINT (585148.759505047 4510823.32898949)",466,2013
"POINT (585148.759505047 4510823.32898949)",466,2014
"POINT (585148.759505047 4510823.32898949)",466,2015
"POINT (585148.759505047 4510823.32898949)",466,2016
"POINT (585148.759505047 4510823.32898949)",466,2017
"POINT (585148.759505047 4510823.32898949)",466,2018
"POINT (586282.385524348 4504083.08136993)",467,2013
"POINT (586282.385524348 4504083.08136993)",467,2014
"POINT (586282.385524348 4504083.08136993)",467,2015
"POINT (586282.385524348 4504083.08136993)",467,2016
"POINT (586282.385524348 4504083.08136993)",467,2017
"POINT (586282.385524348 4504083.08136993)",467,2018
"POINT (585925.520545801 4513198.32329331)",468,2013
"POINT (585925.520545801 4513198.32329331)",468,2014
"POINT (585925.520545801 4513198.32329331)",468,2015
